price,danger,u_bb,l_bb,macd,atr,roc,dist_bb,hour,volume,target
1.18198,0.2999999999997449,1.1824164989228692,1.1817935010771308,-3.0441519448975995e-05,0.5571428571431765,-0.012688959759068162,0.29935725162615984,12,14,0
1.18202,0.9999999999998899,1.1824075102384528,1.1817854897615474,-2.7247814342601373e-05,0.4785714285718675,-0.009305237156643725,0.37701369514291927,12,28,0
1.18187,1.7999999999984695,1.182412060271286,1.1817579397287141,-3.6387627919243215e-05,0.564285714286239,-0.02453136631252313,0.1713144045977458,12,35,0
1.18198,0.9999999999998899,1.18240833018711,1.1817526698128902,-3.3131497119587294e-05,0.6000000000002829,-0.010151425429312069,0.34671942372658304,12,30,0
1.18202,0.7999999999985796,1.1823860746907602,1.1817509253092398,-2.8259621277060276e-05,0.5785714285717296,0.014384228116935606,0.4236400106636395,12,28,0
1.18215,1.6000000000016001,1.1823363702707013,1.1817766297292989,-1.3137904792959176e-05,0.6714285714288464,0.027076652310408265,0.6670416792853876,12,36,0
1.1822300000000001,1.0999999999983245,1.1823110323866481,1.1817909676133518,4.6133180373608695e-06,0.7285714285717606,0.031306584536256704,0.8441878957991803,12,15,0
1.18221,0.9999999999998899,1.182314425929401,1.1817895740705993,1.688015890422001e-05,0.7214285714288569,0.020305083885379323,0.8010373257715362,12,31,0
1.18214,1.100000000000545,1.1823019457049326,1.1817940542950673,2.0724235459290696e-05,0.7285714285716021,0.014382767752142903,0.6811410829420846,12,17,0
1.18212,0.1999999999990898,1.1822889876993403,1.1817980123006602,2.1294184174402986e-05,0.5642857142859218,0.011844532056382424,0.6558122875513963,12,11,0
1.18208,0.5999999999994898,1.1822850072678068,1.181797992732193,1.9554518115194597e-05,0.5785714285715711,0.005076056242698853,0.5790530819609631,12,23,0
1.1820599999999999,0.6000000000017103,1.1822781403098643,1.1817978596901355,1.575162528166807e-05,0.5714285714288257,0.014383741295702766,0.5458065537026836,12,28,0
1.18199,1.1999999999989797,1.1822666431913258,1.1817933568086745,5.785706229666232e-06,0.54285714285721,0.0008460380040326835,0.4154845745276616,12,17,0
1.18194,0.7999999999985796,1.1822508780228853,1.1817881219771142,-4.200226201067636e-06,0.5785714285715711,-0.007614019948725792,0.3282032169513376,12,22,0
1.182,0.700000000000145,1.1822430851370138,1.181784914862986,-8.433954622688589e-06,0.6285714285715813,-0.012688745083119275,0.4694436745603711,12,23,0
1.18198,0.4999999999988347,1.182236770555392,1.1818032294446081,-1.3238446722407815e-05,0.6000000000002829,-0.02114647741979847,0.4077365467655005,12,17,0
1.18198,0.2999999999997449,1.1822262195855597,1.1818287804144403,-1.6227959632075795e-05,0.5071428571431661,-0.019455088351473297,0.3804848554152659,12,17,0
1.18208,1.1999999999989797,1.1822219494050454,1.1818550505949545,-1.0410048994602406e-05,0.5142857142860701,-0.004229653253016459,0.6131102060258721,12,21,0
1.1820599999999999,0.8000000000008001,1.182223770281678,1.1818622297183223,-7.326799745355217e-06,0.49285714285767546,-0.00592151455423807,0.5470210032366045,12,26,0
1.182,0.7999999999985796,1.182223205874203,1.1818657941257968,-9.610867831133518e-06,0.4500000000004104,-0.006767731456422578,0.37549374020736326,12,18,0
1.1819,0.2999999999997449,1.182231080108774,1.181839919891226,-2.5365884283257145e-05,0.45000000000025175,-0.008460236886631894,0.15359462971617888,12,11,0
1.18198,0.9000000000014552,1.1822253588269727,1.1818546411730273,-2.472398633290851e-05,0.45000000000025175,0.004230368972790733,0.3381517595361349,12,13,0
1.1819600000000001,0.700000000000145,1.1822259308906922,1.181852069109308,-2.5529553618452994e-05,0.46428571428590104,-0.0025380925388518083,0.28869196068278113,12,13,0
1.18199,0.3999999999981796,1.1822107981941186,1.1818462018058813,-2.266054462496392e-05,0.4500000000004104,0.0008460380040326835,0.39440378116204633,12,14,0
1.1819600000000001,1.100000000000545,1.1821727318161999,1.1818552681838,-2.4326608382807535e-05,0.41428571428589067,-0.010151597184615082,0.32990177617652466,12,26,0
1.18191,0.700000000000145,1.1821347541467402,1.18186424585326,-2.7477137754194914e-05,0.4000000000002414,-0.012689711182162704,0.16914138251132455,12,25,0
1.18198,0.8000000000008001,1.182112629925587,1.1818713700744128,-2.4670387899439206e-05,0.4071428571429868,-0.0016920473773188646,0.4502610983904159,12,25,0
1.18188,1.3000000000018552,1.1820920150365863,1.1818679849634137,-2.9545957496601716e-05,0.4857142857144543,-0.0033843238121057263,0.053631355898649945,12,19,0
1.18198,0.9999999999998899,1.1820766702616559,1.1818733297383441,-2.5682545822691694e-05,0.5571428571430178,0.006768762162626282,0.524589294443625,12,15,0
1.18203,0.700000000000145,1.1820749149286447,1.1818740850713552,-1.8372663516785792e-05,0.5214285714286567,0.004230190020125845,0.7763533308693904,12,14,0
1.18204,0.40000000000040004,1.1820805799288008,1.1818724200711992,-1.1638529293200861e-05,0.5142857142857528,0.004230154231413419,0.8050540134473564,12,13,0
1.18204,0.5999999999994898,1.1820873515418386,1.1818766484581615,-6.226600729242193e-06,0.47142857142864636,0.007614535301825244,0.7752688711892604,12,16,0
1.18205,0.10000000000065512,1.1820946405610688,1.1818753594389313,-1.1143345894915058e-06,0.42142857142879464,0.0067683612951327035,0.7964231456240557,12,4,0
1.18197,0.8999999999992347,1.1820926568718002,1.1818753431281996,-4.098061570978473e-06,0.4500000000000932,0.0,0.4355770152039202,12,18,0
1.18205,0.8999999999992347,1.1820999694881953,1.1818740305118045,1.4789023339289997e-09,0.46428571428558385,0.011845233562625665,0.7788363522156614,12,18,0
1.18208,0.700000000000145,1.1820999694881906,1.1818740305118092,6.2282409794001126e-06,0.47857142857123314,0.007614277616555425,0.9116155675730212,12,12,0
1.18212,0.5999999999994898,1.1821137994983364,1.1818662005016638,1.4221353267895864e-05,0.47857142857123314,0.02030663011473398,1.0250425153049627,12,15,0
1.18209,0.8000000000008001,1.1821171257555552,1.1818678742444453,1.5466035566458203e-05,0.4428571428570306,0.00930641804430316,0.8911711490361987,12,21,0
1.18209,0.20000000000131024,1.1821279728524614,1.1818740271475388,1.8764146108907198e-05,0.4428571428570306,0.005076013299169313,0.850468617010527,12,11,0
1.18208,0.10000000000065512,1.1821322594308026,1.1818877405691974,2.0336267692044885e-05,0.40714285714282816,0.003383980237558797,0.7862764841145526,12,6,0
1.18213,0.8000000000008001,1.1821499863448743,1.181885013655126,2.5324527594516866e-05,0.38571428571411637,0.007613955534493205,0.9245720572432726,12,18,0
1.18214,0.7999999999985796,1.1821675334679043,1.1818824665320955,2.974118288046057e-05,0.31428571428555274,0.008459950593887601,0.9034140251089464,12,22,0
1.18213,0.4999999999988347,1.182179298241372,1.1818887017586281,3.2062153291656514e-05,0.24999999999989314,0.014382889437864345,0.8303549963628508,12,9,0
1.1821,0.700000000000145,1.1821853738107921,1.181895626189208,3.1123666457189e-05,0.2357142857142439,0.004229939511855122,0.7053511247980776,12,15,0
1.18208,0.5999999999994898,1.1821879265933344,1.181904073406666,2.843553710363267e-05,0.24285714285698923,0.0,0.6197802300510352,13,14,0
1.18203,1.2999999999996348,1.1821801302224597,1.1819248697775402,2.263233747656912e-05,0.2785714285713503,-0.004229832160268807,0.4118547332818061,13,17,0
1.18203,0.5999999999994898,1.1821792270704627,1.1819297729295373,1.719869495309112e-05,0.2785714285713503,-0.005075755653137327,0.4017855550154477,13,24,0
1.18202,1.100000000000545,1.182157367232758,1.181965632767242,1.1945311153338523e-05,0.22857142857133994,-0.005921714928644561,0.2835548246981106,13,22,0
1.18198,0.5000000000010552,1.1821573672327583,1.1819656327672419,4.504368899427291e-06,0.19285714285713745,-0.00845966432051883,0.07493296898636091,13,15,0
1.18197,0.7999999999985796,1.182160959744383,1.1819570402556174,-1.5574129297313277e-06,0.17857142857148822,-0.013534890409678969,0.06355324084514707,13,19,0
1.18176,2.500000000000835,1.1822137677729168,1.1818752322270831,-2.4276513288068458e-05,0.3285714285715192,-0.03214509279781134,-0.34038442491896037,13,27,0
1.18183,0.8000000000008001,1.1822286008059695,1.1818393991940306,-3.559568731636986e-05,0.37142857142862573,-0.025377919518155108,-0.02414993602884058,13,27,0
1.1817199999999999,1.2999999999996348,1.182257877161545,1.1817781228384545,-5.282901711645138e-05,0.4500000000000932,-0.032146180526186195,-0.12115125525124701,13,11,0
1.18175,1.100000000000545,1.1822748751553243,1.1817401248446755,-6.333612570341707e-05,0.46428571428590104,-0.028762615367696788,0.018466852899250402,13,30,0
1.18175,0.8000000000008001,1.182281305393636,1.181704694606364,-7.023066392752852e-05,0.44285714285718925,-0.023688062062708726,0.07857188008977778,13,23,0
1.18176,0.9000000000014552,1.182280113666364,1.181673886333636,-7.465382093330142e-05,0.4428571428570306,-0.02284205984619616,0.14204847210762897,13,31,0
1.18175,0.5000000000010552,1.182275692505921,1.181645307494079,-7.806697354739711e-05,0.44285714285687205,-0.022842253092163624,0.16607708615283548,13,21,0
1.18182,0.7999999999985796,1.1822619669991064,1.1816320330008938,-7.426908219576589e-05,0.47142857142832917,-0.014382524386839438,0.298391576958292,13,24,0
1.18176,0.7999999999985796,1.1822484854349518,1.1816125145650482,-7.523013759413999e-05,0.5071428571428489,-0.016921046397526143,0.23190595974004585,13,12,0
1.18161,1.9999999999997797,1.18224677942218,1.1815682205778197,-8.646848402404927e-05,0.5714285714283499,-0.012692932575131368,0.061570816632265914,13,37,0
1.18169,0.7999999999985796,1.1822210733506748,1.181549926649325,-8.853662103303073e-05,0.6285714285711055,-0.011846035385802442,0.20870750074935657,13,13,0
1.18167,0.5999999999994898,1.1821882288508956,1.1815357711491044,-9.074444387424663e-05,0.6357142857140095,-0.0042311207392515555,0.2057280503044706,13,12,0
1.18169,0.8999999999992347,1.1821483943769657,1.181532605623034,-8.922864648064355e-05,0.6142857142852978,-0.005923368535067568,0.2555980049343005,13,19,0
1.1817,0.5999999999994898,1.1821087597512823,1.1815322402487176,-8.684911690370889e-05,0.5999999999996485,-0.00423101332770091,0.2909871227878292,13,19,0
1.18167,1.3999999999980695,1.182065422426359,1.1815335775736409,-8.63852106416374e-05,0.47857142857091595,-0.007615759545078821,0.2565079377226911,13,39,0
1.18166,1.7999999999984695,1.1820303697318364,1.1815316302681635,-8.582859994232805e-05,0.43571428571380955,-0.007615823989857881,0.2573883584247334,13,29,0
